problem_id,domain,problem,previous_steps,current_step,next_step,step_index,label,error_type,explanation,source
prob-5-6-8066,probability,В урне 5 красных и 6 синих шаров. Два шара вытаскивают без возвращения. Найдите вероятность двух красных шаров.,Вероятность первого красного шара равна 5/11.,Вероятность второго красного шара равна 5/11.,Перемножаем вероятности.,2,incorrect,probability_without_replacement,После первого выбора состав урны меняется.,toy_synthetic_baseline
prob-5-6-8066,probability,В урне 5 красных и 6 синих шаров. Два шара вытаскивают без возвращения. Найдите вероятность двух красных шаров.,Вероятность первого красного шара равна 5/11.,Вероятность второго события аналогична первому.,Перемножаем вероятности.,2,suspicious,probability_without_replacement,Фраза скрывает условную вероятность при выборе без возвращения.,toy_synthetic_baseline
prob-5-6-8066,probability,В урне 5 красных и 6 синих шаров. Два шара вытаскивают без возвращения. Найдите вероятность двух красных шаров.,Вероятность первого красного шара равна 5/11.,"Следовательно, вероятности нужно перемножить.",,3,incomplete,missing_condition,Не показана условная вероятность второго события.,toy_synthetic_baseline
comb-6-4-4367,combinatorics,Сколькими способами можно выбрать 4 объектов из 6?,,"Используем сочетания C(6,4).",,1,correct,none,"Порядок выбора не важен, поэтому нужны сочетания.",toy_synthetic_baseline
comb-6-4-4367,combinatorics,Сколькими способами можно выбрать 4 объектов из 6?,,"Используем размещения A(6,4).",,1,incorrect,wrong_formula,"Выбранная формула учитывает порядок, которого нет в условии.",toy_synthetic_baseline
comb-6-4-4367,combinatorics,Сколькими способами можно выбрать 4 объектов из 6?,"Используем C(6,4).",Сразу видно получаем число способов.,,2,suspicious,invalid_transition,Не показано вычисление сочетаний.,toy_synthetic_baseline
quad-6-5-7437,algebra,Решите квадратное уравнение x^2 -11x +30 = 0.,,Дискриминант D = (-11)^2 - 4*1*30 = 1.,,1,correct,none,Дискриминант вычислен верно.,toy_synthetic_baseline
quad-6-5-7437,algebra,Решите квадратное уравнение x^2 -11x +30 = 0.,,Дискриминант D = (-11)^2 - 4*1*30 = 2.,,1,incorrect,calculation_error,Дискриминант посчитан неверно.,toy_synthetic_baseline
quad-6-5-7437,algebra,Решите квадратное уравнение x^2 -11x +30 = 0.,D = 1.,"В итоге, x = 6 или x = 5.",,2,correct,none,Корни соответствуют уравнению.,toy_synthetic_baseline
int-4-5825,calculus,Найдите неопределённый интеграл ∫ \(x\)^4 d\(x\).,,Используем степенную формулу интегрирования.,,1,correct,none,Выбрана подходящая формула.,toy_synthetic_baseline
int-4-5825,calculus,Найдите неопределённый интеграл ∫ \(x\)^4 d\(x\).,Используем степенную формулу интегрирования.,∫ x^4 dx = x^5/5 + C.,,2,correct,none,Интеграл найден верно.,toy_synthetic_baseline
int-4-5825,calculus,Найдите неопределённый интеграл ∫ \(x\)^4 d\(x\).,Используем степенную формулу интегрирования.,∫ x^4 dx = 4x^3 + C.,,2,incorrect,wrong_formula,Использована формула производной вместо интеграла.,toy_synthetic_baseline
comb-10-4-5781,combinatorics,Сколькими способами можно выбрать 4 объектов из 10?,,"Используем сочетания C(10,4).",,1,correct,none,"Порядок выбора не важен, поэтому нужны сочетания.",toy_synthetic_baseline
comb-10-4-5781,combinatorics,Сколькими способами можно выбрать 4 объектов из 10?,,"Используем размещения A(10,4).",,1,incorrect,wrong_formula,"Выбранная формула учитывает порядок, которого нет в условии.",toy_synthetic_baseline
comb-10-4-5781,combinatorics,Сколькими способами можно выбрать 4 объектов из 10?,"Используем C(10,4).",Очевидно получаем число способов.,,2,suspicious,invalid_transition,Не показано вычисление сочетаний.,toy_synthetic_baseline
chain-2-5341,calculus,Найдите производную функции f(x)=sin(2x).,,Используем правило цепочки.,f'(x)=2cos(2x).,1,correct,none,Правильно выбрано правило цепочки.,toy_synthetic_baseline
chain-2-5341,calculus,Найдите производную функции f(x)=sin(2x).,Используем правило цепочки.,f'(x)=cos(2x).,,2,incomplete,wrong_formula,Пропущен множитель внутренней производной.,toy_synthetic_baseline
chain-2-5341,calculus,Найдите производную функции f(x)=sin(2x).,Используем правило цепочки.,f'(x)=-2cos(2x).,,2,incorrect,sign_error,У производной sin знак положительный.,toy_synthetic_baseline
prob-8-6-4056,probability,В урне 8 красных и 6 синих шаров. Два шара вытаскивают без возвращения. Найдите вероятность двух красных шаров.,,Вероятность первого красного шара равна 8/14.,Вероятность второго красного шара равна 7/13.,1,correct,none,Вероятность первого выбора записана верно.,toy_synthetic_baseline
prob-8-6-4056,probability,В урне 8 красных и 6 синих шаров. Два шара вытаскивают без возвращения. Найдите вероятность двух красных шаров.,Вероятность первого красного шара равна 8/14.,Вероятность второго красного шара равна 8/14.,Перемножаем вероятности.,2,incorrect,probability_without_replacement,После первого выбора состав урны меняется.,toy_synthetic_baseline
prob-8-6-4056,probability,В урне 8 красных и 6 синих шаров. Два шара вытаскивают без возвращения. Найдите вероятность двух красных шаров.,Вероятность первого красного шара равна 8/14.,Вероятность второго события аналогична первому.,Перемножаем вероятности.,2,suspicious,probability_without_replacement,Фраза скрывает условную вероятность при выборе без возвращения.,toy_synthetic_baseline
prob-8-6-4056,probability,В урне 8 красных и 6 синих шаров. Два шара вытаскивают без возвращения. Найдите вероятность двух красных шаров.,Вероятность первого красного шара равна 8/14.,"Следовательно, вероятности нужно перемножить.",,3,incomplete,missing_condition,Не показана условная вероятность второго события.,toy_synthetic_baseline
chain-2-5400,calculus,Найдите производную функции f(x)=sin(2x).,,Используем правило цепочки.,f'(x)=2cos(2x).,1,correct,none,Правильно выбрано правило цепочки.,toy_synthetic_baseline
chain-2-5400,calculus,Найдите производную функции f(x)=sin(2x).,Используем правило цепочки.,f'(x)=cos(2x).,,2,incomplete,wrong_formula,Пропущен множитель внутренней производной.,toy_synthetic_baseline
chain-2-5400,calculus,Найдите производную функции f(x)=sin(2x).,Используем правило цепочки.,f'(x)=-2cos(2x).,,2,incorrect,sign_error,У производной sin знак положительный.,toy_synthetic_baseline
mat--3--1--2--2-4727,linear_algebra,"Найдите determinant матрицы [[-3, -1], [-2, -2]].",,det A = -3*-2 - -1*-2.,det A = 4.,1,correct,none,Формула определителя 2x2 записана верно.,toy_synthetic_baseline
mat--3--1--2--2-4727,linear_algebra,"Найдите determinant матрицы [[-3, -1], [-2, -2]].",,det A = -3*-2 + -1*-2 = 8.,,1,incorrect,sign_error,В формуле определителя нужен минус.,toy_synthetic_baseline
mat--3--1--2--2-4727,linear_algebra,"Найдите determinant матрицы [[-3, -1], [-2, -2]].",det A = -3*-2 - -1*-2.,Ответ: det A = 4.,,2,correct,none,Ответ согласован с вычислением.,toy_synthetic_baseline
int-1-9773,calculus,Найдите неопределённый интеграл ∫ x^1 dx.,,Используем степенную формулу интегрирования.,,1,correct,none,Выбрана подходящая формула.,toy_synthetic_baseline
int-1-9773,calculus,Найдите неопределённый интеграл ∫ x^1 dx.,Используем степенную формулу интегрирования.,∫ x^1 dx = x^2/2 + C.,,2,correct,none,Интеграл найден верно.,toy_synthetic_baseline
int-1-9773,calculus,Найдите неопределённый интеграл ∫ x^1 dx.,Используем степенную формулу интегрирования.,∫ x^1 dx = 1x^0 + C.,,2,incorrect,wrong_formula,Использована формула производной вместо интеграла.,toy_synthetic_baseline
comb-8-4-1568,combinatorics,Сколькими способами можно выбрать 4 объектов из 8?,,"Используем сочетания C(8,4).",,1,correct,none,"Порядок выбора не важен, поэтому нужны сочетания.",toy_synthetic_baseline
comb-8-4-1568,combinatorics,Сколькими способами можно выбрать 4 объектов из 8?,,"Используем размещения A(8,4).",,1,incorrect,wrong_formula,"Выбранная формула учитывает порядок, которого нет в условии.",toy_synthetic_baseline
comb-8-4-1568,combinatorics,Сколькими способами можно выбрать 4 объектов из 8?,"Используем C(8,4).",Сразу видно получаем число способов.,,2,suspicious,invalid_transition,Не показано вычисление сочетаний.,toy_synthetic_baseline
prob-6-3-4157,probability,В урне 6 красных и 3 синих шаров. Два шара вытаскивают без возвращения. Найдите вероятность двух красных шаров.,,Вероятность первого красного шара равна 6/9.,Вероятность второго красного шара равна 5/8.,1,correct,none,Вероятность первого выбора записана верно.,toy_synthetic_baseline
prob-6-3-4157,probability,В урне 6 красных и 3 синих шаров. Два шара вытаскивают без возвращения. Найдите вероятность двух красных шаров.,Вероятность первого красного шара равна 6/9.,Вероятность второго красного шара равна 6/9.,Перемножаем вероятности.,2,incorrect,probability_without_replacement,После первого выбора состав урны меняется.,toy_synthetic_baseline
prob-6-3-4157,probability,В урне 6 красных и 3 синих шаров. Два шара вытаскивают без возвращения. Найдите вероятность двух красных шаров.,Вероятность первого красного шара равна 6/9.,Вероятность второго события аналогична первому.,Перемножаем вероятности.,2,suspicious,probability_without_replacement,Фраза скрывает условную вероятность при выборе без возвращения.,toy_synthetic_baseline
prob-6-3-4157,probability,В урне 6 красных и 3 синих шаров. Два шара вытаскивают без возвращения. Найдите вероятность двух красных шаров.,Вероятность первого красного шара равна 6/9.,"Следовательно, вероятности нужно перемножить.",,3,incomplete,missing_condition,Не показана условная вероятность второго события.,toy_synthetic_baseline
calc-4308,calculus,Найдите производную функции f(\(x\))=\(x\)^2 sin \(x\).,,Используем правило произведения.,"(x^2)'=2x, (sin x)'=cos x.",1,correct,none,Правило выбрано верно.,toy_synthetic_baseline
calc-4308,calculus,Найдите производную функции f(\(x\))=\(x\)^2 sin \(x\).,Используем правило произведения.,Производная sin x равна -cos x.,,2,incorrect,wrong_formula,Производная sin x равна cos x.,toy_synthetic_baseline
calc-4308,calculus,Найдите производную функции f(\(x\))=\(x\)^2 sin \(x\).,Используем правило произведения.,После дифференцирования получаем итоговую формулу.,,2,suspicious,invalid_transition,Не показаны производные множителей и подстановка в правило.,toy_synthetic_baseline
calc-4308,calculus,Найдите производную функции f(\(x\))=\(x\)^2 sin \(x\).,Используем правило произведения.,"Следовательно, f'(x)=2x sin x.",,3,incomplete,invalid_transition,Пропущен второй член x^2 cos x.,toy_synthetic_baseline
comb-6-4-2097,combinatorics,Сколькими способами можно выбрать 4 объектов из 6?,,"Используем сочетания C(6,4).",,1,correct,none,"Порядок выбора не важен, поэтому нужны сочетания.",toy_synthetic_baseline
comb-6-4-2097,combinatorics,Сколькими способами можно выбрать 4 объектов из 6?,,"Используем размещения A(6,4).",,1,incorrect,wrong_formula,"Выбранная формула учитывает порядок, которого нет в условии.",toy_synthetic_baseline
comb-6-4-2097,combinatorics,Сколькими способами можно выбрать 4 объектов из 6?,"Используем C(6,4).",Очевидно получаем число способов.,,2,suspicious,invalid_transition,Не показано вычисление сочетаний.,toy_synthetic_baseline
quad-5-4-1202,algebra,Решите квадратное уравнение x^2 -9x +20 = 0.,,Дискриминант D = (-9)^2 - 4*1*20 = 1.,,1,correct,none,Дискриминант вычислен верно.,toy_synthetic_baseline
quad-5-4-1202,algebra,Решите квадратное уравнение x^2 -9x +20 = 0.,,Дискриминант D = (-9)^2 - 4*1*20 = 2.,,1,incorrect,calculation_error,Дискриминант посчитан неверно.,toy_synthetic_baseline
quad-5-4-1202,algebra,Решите квадратное уравнение x^2 -9x +20 = 0.,D = 1.,"В итоге, x = 5 или x = 4.",,2,correct,none,Корни соответствуют уравнению.,toy_synthetic_baseline
mat-5-3--2-3-2641,linear_algebra,"Найдите determinant матрицы [[5, 3], [-2, 3]].",,det A = 5*3 - 3*-2.,det A = 21.,1,correct,none,Формула определителя 2x2 записана верно.,toy_synthetic_baseline
mat-5-3--2-3-2641,linear_algebra,"Найдите determinant матрицы [[5, 3], [-2, 3]].",,det A = 5*3 + 3*-2 = 9.,,1,incorrect,sign_error,В формуле определителя нужен минус.,toy_synthetic_baseline
mat-5-3--2-3-2641,linear_algebra,"Найдите determinant матрицы [[5, 3], [-2, 3]].",det A = 5*3 - 3*-2.,Ответ: det A = 21.,,2,correct,none,Ответ согласован с вычислением.,toy_synthetic_baseline
prob-7-2-7732,probability,В урне 7 красных и 2 синих шаров. Два шара вытаскивают без возвращения. Найдите вероятность двух красных шаров.,,Вероятность первого красного шара равна 7/9.,Вероятность второго красного шара равна 6/8.,1,correct,none,Вероятность первого выбора записана верно.,toy_synthetic_baseline
prob-7-2-7732,probability,В урне 7 красных и 2 синих шаров. Два шара вытаскивают без возвращения. Найдите вероятность двух красных шаров.,Вероятность первого красного шара равна 7/9.,Вероятность второго красного шара равна 7/9.,Перемножаем вероятности.,2,incorrect,probability_without_replacement,После первого выбора состав урны меняется.,toy_synthetic_baseline
prob-7-2-7732,probability,В урне 7 красных и 2 синих шаров. Два шара вытаскивают без возвращения. Найдите вероятность двух красных шаров.,Вероятность первого красного шара равна 7/9.,Вероятность второго события аналогична первому.,Перемножаем вероятности.,2,suspicious,probability_without_replacement,Фраза скрывает условную вероятность при выборе без возвращения.,toy_synthetic_baseline
prob-7-2-7732,probability,В урне 7 красных и 2 синих шаров. Два шара вытаскивают без возвращения. Найдите вероятность двух красных шаров.,Вероятность первого красного шара равна 7/9.,"Следовательно, вероятности нужно перемножить.",,3,incomplete,missing_condition,Не показана условная вероятность второго события.,toy_synthetic_baseline
arith-14-22-7602,arithmetic,Вычислите 14 + 22.,,Отсюда следует сумму чисел.,14 + 22 = 36.,1,correct,none,План вычисления корректен.,toy_synthetic_baseline
arith-14-22-7602,arithmetic,Вычислите 14 + 22.,Отсюда следует сумму чисел.,"Ясно, что получаем ответ.",Ответ: 36.,2,suspicious,invalid_transition,Шаг слишком общий и не содержит вычисления.,toy_synthetic_baseline
arith-14-22-7602,arithmetic,Вычислите 14 + 22.,Отсюда следует сумму чисел.,14 + 22 = 38.,Ответ: 38.,2,incorrect,calculation_error,Правильная сумма равна 36.,toy_synthetic_baseline
arith-14-22-7602,arithmetic,Вычислите 14 + 22.,14 + 22 = 36.,Ответ: 38.,,3,incorrect,wrong_final_answer,Финальный ответ не совпадает с вычислением.,toy_synthetic_baseline
lin-7-6-7102,linear_algebra,"Решите систему: \(x\) + y = 13, \(x\) - y = 1.",,Получаем после сложения уравнений: 2x = 14.,Значит x = 7.,1,correct,none,Сложение уравнений выполнено корректно.,toy_synthetic_baseline
lin-7-6-7102,linear_algebra,"Решите систему: \(x\) + y = 13, \(x\) - y = 1.",Получаем после сложения уравнений: 2x = 14.,Значит x = 7.,Тогда y = 13 - 7 = 6.,2,correct,none,Значение x найдено верно.,toy_synthetic_baseline
lin-7-6-7102,linear_algebra,"Решите систему: \(x\) + y = 13, \(x\) - y = 1.",Получаем после сложения уравнений: 2x = 14. ||| Значит x = 7.,Дальше сразу находим y.,"Ответ: x = 7, y = 6.",3,suspicious,missing_condition,Нет явной подстановки в одно из уравнений.,toy_synthetic_baseline
lin-7-6-7102,linear_algebra,"Решите систему: \(x\) + y = 13, \(x\) - y = 1.",Получаем после сложения уравнений: 2x = 14. ||| Значит x = 7.,Тогда y = 13 - 7 = 5.,"Ответ: x = 7, y = 5.",3,incorrect,wrong_substitution,Подстановка в первое уравнение дала неверное значение y.,toy_synthetic_baseline
arith-11-10-4734,arithmetic,Вычислите 11 + 10.,,Отсюда следует сумму чисел.,11 + 10 = 21.,1,correct,none,План вычисления корректен.,toy_synthetic_baseline
arith-11-10-4734,arithmetic,Вычислите 11 + 10.,Отсюда следует сумму чисел.,Без дополнительных вычислений получаем ответ.,Ответ: 21.,2,suspicious,invalid_transition,Шаг слишком общий и не содержит вычисления.,toy_synthetic_baseline
arith-11-10-4734,arithmetic,Вычислите 11 + 10.,Отсюда следует сумму чисел.,11 + 10 = 23.,Ответ: 23.,2,incorrect,calculation_error,Правильная сумма равна 21.,toy_synthetic_baseline
arith-11-10-4734,arithmetic,Вычислите 11 + 10.,11 + 10 = 21.,Ответ: 23.,,3,incorrect,wrong_final_answer,Финальный ответ не совпадает с вычислением.,toy_synthetic_baseline
condprob-136-40-10-8237,probability,Из 136 студентов 40 изучают Python. Среди изучающих Python 10 знают NumPy. Найдите P(NumPy | Python).,,P(NumPy | Python) = 10/40.,,1,correct,none,Условная вероятность берётся относительно группы Python.,toy_synthetic_baseline
condprob-136-40-10-8237,probability,Из 136 студентов 40 изучают Python. Среди изучающих Python 10 знают NumPy. Найдите P(NumPy | Python).,,P(NumPy | Python) = 10/136.,,1,incorrect,missing_condition,"Знаменатель должен быть числом изучающих Python, а не общим числом студентов.",toy_synthetic_baseline
condprob-136-40-10-8237,probability,Из 136 студентов 40 изучают Python. Среди изучающих Python 10 знают NumPy. Найдите P(NumPy | Python).,,Делим подходящее количество на общее.,,1,suspicious,missing_condition,"Неясно, какое множество используется как условие.",toy_synthetic_baseline
lim-9462,calculus,Найдите предел lim_{x->0} sin(x)/x.,,При x -> 0 числитель и знаменатель стремятся к 0.,Используем замечательный предел.,1,correct,none,Неопределённость замечена верно.,toy_synthetic_baseline
lim-9462,calculus,Найдите предел lim_{x->0} sin(x)/x.,При x -> 0 числитель и знаменатель стремятся к 0.,Дальше применяем известный факт.,Предел равен 1.,2,suspicious,invalid_transition,Не назван конкретный замечательный предел.,toy_synthetic_baseline
lim-9462,calculus,Найдите предел lim_{x->0} sin(x)/x.,При x -> 0 числитель и знаменатель стремятся к 0.,"Следовательно, предел равен 1.",,2,incomplete,invalid_transition,Нужно сослаться на замечательный предел или доказать переход.,toy_synthetic_baseline
lineq-2--3-3-9589,algebra,Решите линейное уравнение 2x + -3 = 3.,,Можно записать 2x = 6.,x = 6/2 = 3.,1,correct,none,Свободный член перенесён корректно.,toy_synthetic_baseline
lineq-2--3-3-9589,algebra,Решите линейное уравнение 2x + -3 = 3.,Можно записать 2x = 6.,x = 6/2 = 1.,Ответ: 1.,2,incorrect,calculation_error,Ошибка при делении коэффициента.,toy_synthetic_baseline
lineq-2--3-3-9589,algebra,Решите линейное уравнение 2x + -3 = 3.,Можно записать 2x = 6. ||| x = 6/2 = 3.,Ответ: 3.,,3,correct,none,Ответ совпадает с найденным значением.,toy_synthetic_baseline
lin-3-4-6904,linear_algebra,"Решите систему: x + y = 7, x - y = -1.",,Отсюда следует после сложения уравнений: 2x = 6.,Значит x = 3.,1,correct,none,Сложение уравнений выполнено корректно.,toy_synthetic_baseline
lin-3-4-6904,linear_algebra,"Решите систему: x + y = 7, x - y = -1.",Отсюда следует после сложения уравнений: 2x = 6.,Значит x = 3.,Тогда y = 7 - 3 = 4.,2,correct,none,Значение x найдено верно.,toy_synthetic_baseline
lin-3-4-6904,linear_algebra,"Решите систему: x + y = 7, x - y = -1.",Отсюда следует после сложения уравнений: 2x = 6. ||| Значит x = 3.,Дальше сразу находим y.,"Ответ: x = 3, y = 4.",3,suspicious,missing_condition,Нет явной подстановки в одно из уравнений.,toy_synthetic_baseline
lin-3-4-6904,linear_algebra,"Решите систему: x + y = 7, x - y = -1.",Отсюда следует после сложения уравнений: 2x = 6. ||| Значит x = 3.,Тогда y = 7 - 3 = 3.,"Ответ: x = 3, y = 3.",3,incorrect,wrong_substitution,Подстановка в первое уравнение дала неверное значение y.,toy_synthetic_baseline
lineq-9-4-31-8308,algebra,Решите линейное уравнение 9x + 4 = 31.,,Отсюда следует 9x = 27.,x = 27/9 = 3.,1,correct,none,Свободный член перенесён корректно.,toy_synthetic_baseline
lineq-9-4-31-8308,algebra,Решите линейное уравнение 9x + 4 = 31.,Отсюда следует 9x = 27.,x = 27/9 = 1.,Ответ: 1.,2,incorrect,calculation_error,Ошибка при делении коэффициента.,toy_synthetic_baseline
lineq-9-4-31-8308,algebra,Решите линейное уравнение 9x + 4 = 31.,Отсюда следует 9x = 27. ||| x = 27/9 = 3.,Ответ: 3.,,3,correct,none,Ответ совпадает с найденным значением.,toy_synthetic_baseline
chain-6-5237,calculus,Найдите производную функции f(x)=sin(6x).,,Используем правило цепочки.,f'(x)=6cos(6x).,1,correct,none,Правильно выбрано правило цепочки.,toy_synthetic_baseline
chain-6-5237,calculus,Найдите производную функции f(x)=sin(6x).,Используем правило цепочки.,f'(x)=cos(6x).,,2,incomplete,wrong_formula,Пропущен множитель внутренней производной.,toy_synthetic_baseline
chain-6-5237,calculus,Найдите производную функции f(x)=sin(6x).,Используем правило цепочки.,f'(x)=-6cos(6x).,,2,incorrect,sign_error,У производной sin знак положительный.,toy_synthetic_baseline
condprob-186-25-6-4511,probability,Из 186 студентов 25 изучают Python. Среди изучающих Python 6 знают NumPy. Найдите P(NumPy | Python).,,P(NumPy | Python) = 6/25.,,1,correct,none,Условная вероятность берётся относительно группы Python.,toy_synthetic_baseline
condprob-186-25-6-4511,probability,Из 186 студентов 25 изучают Python. Среди изучающих Python 6 знают NumPy. Найдите P(NumPy | Python).,,P(NumPy | Python) = 6/186.,,1,incorrect,missing_condition,"Знаменатель должен быть числом изучающих Python, а не общим числом студентов.",toy_synthetic_baseline
condprob-186-25-6-4511,probability,Из 186 студентов 25 изучают Python. Среди изучающих Python 6 знают NumPy. Найдите P(NumPy | Python).,,Делим подходящее количество на общее.,,1,suspicious,missing_condition,"Неясно, какое множество используется как условие.",toy_synthetic_baseline
lim-7709,calculus,Найдите предел lim_{x->0} sin(x)/x.,,При x -> 0 числитель и знаменатель стремятся к 0.,Используем замечательный предел.,1,correct,none,Неопределённость замечена верно.,toy_synthetic_baseline
lim-7709,calculus,Найдите предел lim_{x->0} sin(x)/x.,При x -> 0 числитель и знаменатель стремятся к 0.,Дальше применяем известный факт.,Предел равен 1.,2,suspicious,invalid_transition,Не назван конкретный замечательный предел.,toy_synthetic_baseline
lim-7709,calculus,Найдите предел lim_{x->0} sin(x)/x.,При x -> 0 числитель и знаменатель стремятся к 0.,"Следовательно, предел равен 1.",,2,incomplete,invalid_transition,Нужно сослаться на замечательный предел или доказать переход.,toy_synthetic_baseline
int-1-8767,calculus,Найдите неопределённый интеграл ∫ x^1 dx.,,Используем степенную формулу интегрирования.,,1,correct,none,Выбрана подходящая формула.,toy_synthetic_baseline
int-1-8767,calculus,Найдите неопределённый интеграл ∫ x^1 dx.,Используем степенную формулу интегрирования.,∫ x^1 dx = x^2/2 + C.,,2,correct,none,Интеграл найден верно.,toy_synthetic_baseline
int-1-8767,calculus,Найдите неопределённый интеграл ∫ x^1 dx.,Используем степенную формулу интегрирования.,∫ x^1 dx = 1x^0 + C.,,2,incorrect,wrong_formula,Использована формула производной вместо интеграла.,toy_synthetic_baseline
calc-5135,calculus,Найдите производную функции f(x)=x^2 sin x.,,Используем правило произведения.,"(x^2)'=2x, (sin x)'=cos x.",1,correct,none,Правило выбрано верно.,toy_synthetic_baseline
calc-5135,calculus,Найдите производную функции f(x)=x^2 sin x.,Используем правило произведения.,Производная sin x равна -cos x.,,2,incorrect,wrong_formula,Производная sin x равна cos x.,toy_synthetic_baseline
calc-5135,calculus,Найдите производную функции f(x)=x^2 sin x.,Используем правило произведения.,После дифференцирования получаем итоговую формулу.,,2,suspicious,invalid_transition,Не показаны производные множителей и подстановка в правило.,toy_synthetic_baseline
calc-5135,calculus,Найдите производную функции f(x)=x^2 sin x.,Используем правило произведения.,"Следовательно, f'(x)=2x sin x.",,3,incomplete,invalid_transition,Пропущен второй член x^2 cos x.,toy_synthetic_baseline
mat-1-1-3-3-5950,linear_algebra,"Найдите determinant матрицы [[1, 1], [3, 3]].",,det A = 1*3 - 1*3.,det A = 0.,1,correct,none,Формула определителя 2x2 записана верно.,toy_synthetic_baseline
mat-1-1-3-3-5950,linear_algebra,"Найдите determinant матрицы [[1, 1], [3, 3]].",,det A = 1*3 + 1*3 = 6.,,1,incorrect,sign_error,В формуле определителя нужен минус.,toy_synthetic_baseline
mat-1-1-3-3-5950,linear_algebra,"Найдите determinant матрицы [[1, 1], [3, 3]].",det A = 1*3 - 1*3.,Ответ: det A = 0.,,2,correct,none,Ответ согласован с вычислением.,toy_synthetic_baseline
comb-9-4-7131,combinatorics,Сколькими способами можно выбрать 4 объектов из 9?,,"Используем сочетания C(9,4).",,1,correct,none,"Порядок выбора не важен, поэтому нужны сочетания.",toy_synthetic_baseline
comb-9-4-7131,combinatorics,Сколькими способами можно выбрать 4 объектов из 9?,,"Используем размещения A(9,4).",,1,incorrect,wrong_formula,"Выбранная формула учитывает порядок, которого нет в условии.",toy_synthetic_baseline
comb-9-4-7131,combinatorics,Сколькими способами можно выбрать 4 объектов из 9?,"Используем C(9,4).",Без дополнительных вычислений получаем число способов.,,2,suspicious,invalid_transition,Не показано вычисление сочетаний.,toy_synthetic_baseline
arith-23-5-5536,arithmetic,Вычислите 23 + 5.,,Значит сумму чисел.,23 + 5 = 28.,1,correct,none,План вычисления корректен.,toy_synthetic_baseline
arith-23-5-5536,arithmetic,Вычислите 23 + 5.,Значит сумму чисел.,Без дополнительных вычислений получаем ответ.,Ответ: 28.,2,suspicious,invalid_transition,Шаг слишком общий и не содержит вычисления.,toy_synthetic_baseline
arith-23-5-5536,arithmetic,Вычислите 23 + 5.,Значит сумму чисел.,23 + 5 = 30.,Ответ: 30.,2,incorrect,calculation_error,Правильная сумма равна 28.,toy_synthetic_baseline
arith-23-5-5536,arithmetic,Вычислите 23 + 5.,23 + 5 = 28.,Ответ: 30.,,3,incorrect,wrong_final_answer,Финальный ответ не совпадает с вычислением.,toy_synthetic_baseline
lim-7620,calculus,Найдите предел lim_{\(x\)->0} sin(\(x\))/\(x\).,,При x -> 0 числитель и знаменатель стремятся к 0.,Используем замечательный предел.,1,correct,none,Неопределённость замечена верно.,toy_synthetic_baseline
lim-7620,calculus,Найдите предел lim_{\(x\)->0} sin(\(x\))/\(x\).,При x -> 0 числитель и знаменатель стремятся к 0.,Дальше применяем известный факт.,Предел равен 1.,2,suspicious,invalid_transition,Не назван конкретный замечательный предел.,toy_synthetic_baseline
lim-7620,calculus,Найдите предел lim_{\(x\)->0} sin(\(x\))/\(x\).,При x -> 0 числитель и знаменатель стремятся к 0.,"Следовательно, предел равен 1.",,2,incomplete,invalid_transition,Нужно сослаться на замечательный предел или доказать переход.,toy_synthetic_baseline
comb-7-4-5843,combinatorics,Сколькими способами можно выбрать 4 объектов из 7?,,"Используем сочетания C(7,4).",,1,correct,none,"Порядок выбора не важен, поэтому нужны сочетания.",toy_synthetic_baseline
comb-7-4-5843,combinatorics,Сколькими способами можно выбрать 4 объектов из 7?,,"Используем размещения A(7,4).",,1,incorrect,wrong_formula,"Выбранная формула учитывает порядок, которого нет в условии.",toy_synthetic_baseline
comb-7-4-5843,combinatorics,Сколькими способами можно выбрать 4 объектов из 7?,"Используем C(7,4).",Без дополнительных вычислений получаем число способов.,,2,suspicious,invalid_transition,Не показано вычисление сочетаний.,toy_synthetic_baseline
quad-4-4-6622,algebra,Решите квадратное уравнение x^2 -8x +16 = 0.,,Дискриминант D = (-8)^2 - 4*1*16 = 0.,,1,correct,none,Дискриминант вычислен верно.,toy_synthetic_baseline
quad-4-4-6622,algebra,Решите квадратное уравнение x^2 -8x +16 = 0.,,Дискриминант D = (-8)^2 - 4*1*16 = -4.,,1,incorrect,calculation_error,Дискриминант посчитан неверно.,toy_synthetic_baseline
quad-4-4-6622,algebra,Решите квадратное уравнение x^2 -8x +16 = 0.,D = 0.,"Итак, x = 4 или x = 4.",,2,correct,none,Корни соответствуют уравнению.,toy_synthetic_baseline
comb-9-4-9311,combinatorics,Сколькими способами можно выбрать 4 объектов из 9?,,"Используем сочетания C(9,4).",,1,correct,none,"Порядок выбора не важен, поэтому нужны сочетания.",toy_synthetic_baseline
comb-9-4-9311,combinatorics,Сколькими способами можно выбрать 4 объектов из 9?,,"Используем размещения A(9,4).",,1,incorrect,wrong_formula,"Выбранная формула учитывает порядок, которого нет в условии.",toy_synthetic_baseline
comb-9-4-9311,combinatorics,Сколькими способами можно выбрать 4 объектов из 9?,"Используем C(9,4).",Без дополнительных вычислений получаем число способов.,,2,suspicious,invalid_transition,Не показано вычисление сочетаний.,toy_synthetic_baseline
calc-2599,calculus,Найдите производную функции f(x)=x^2 sin x.,,Используем правило произведения.,"(x^2)'=2x, (sin x)'=cos x.",1,correct,none,Правило выбрано верно.,toy_synthetic_baseline
